ano_mes,mes_desc,faixa_etaria,sexo_desc,regiao,escolaridade_desc,total_pessoas,qtd_ficou_em_casa,qtd_reduziu_contato,qtd_vida_normal,qtd_trabalhou,qtd_trabalho_remoto,qtd_sintomatico_trabalhando,pct_ficou_em_casa,pct_reduziu_contato,pct_vida_normal,pct_trabalho_remoto,pct_sintomatico_trabalhando
202009,Setembro/2020,0-17,Masculino,Centro-Oeste,Fundamental incompleto,2771,0,17,0,40,31,2,0.0,0.61,0.0,77.5,0.07
202009,Setembro/2020,0-17,Feminino,Centro-Oeste,Sem instrução,1311,0,6,0,0,0,0,0.0,0.46,0.0,0.0,0.0
202009,Setembro/2020,0-17,Feminino,Centro-Oeste,Fundamental completo,84,0,1,0,5,5,0,0.0,1.19,0.0,100.0,0.0
202009,Setembro/2020,0-17,Masculino,Centro-Oeste,Médio incompleto,724,0,1,0,110,103,2,0.0,0.14,0.0,93.64,0.28
202009,Setembro/2020,0-17,Masculino,Centro-Oeste,Sem instrução,1414,0,2,0,0,0,0,0.0,0.14,0.0,0.0,0.0
202009,Setembro/2020,0-17,Feminino,Centro-Oeste,Superior incompleto,6,0,0,0,3,3,0,0.0,0.0,0.0,100.0,0.0
202009,Setembro/2020,0-17,Feminino,Centro-Oeste,Médio completo,33,0,0,0,5,3,0,0.0,0.0,0.0,60.0,0.0
202009,Setembro/2020,0-17,Masculino,Centro-Oeste,Médio completo,34,0,0,0,9,9,0,0.0,0.0,0.0,100.0,0.0
202009,Setembro/2020,0-17,Masculino,Centro-Oeste,Superior incompleto,4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
202009,Setembro/2020,0-17,Feminino,Centro-Oeste,Médio incompleto,723,0,5,0,52,52,4,0.0,0.69,0.0,100.0,0.55
202009,Setembro/2020,0-17,Feminino,Centro-Oeste,Fundamental incompleto,2546,0,4,0,13,12,0,0.0,0.16,0.0,92.31,0.0
202009,Setembro/2020,0-17,Masculino,Centro-Oeste,Fundamental completo,119,0,1,0,9,9,0,0.0,0.84,0.0,100.0,0.0
202009,Setembro/2020,18-29,Masculino,Centro-Oeste,Pós-graduação,40,1,0,0,33,34,0,2.5,0.0,0.0,103.03,0.0
202009,Setembro/2020,18-29,Masculino,Centro-Oeste,Superior completo,362,0,6,0,282,285,6,0.0,1.66,0.0,101.06,1.66
202009,Setembro/2020,18-29,Feminino,Centro-Oeste,Fundamental completo,126,0,1,0,39,42,0,0.0,0.79,0.0,107.69,0.0
202009,Setembro/2020,18-29,Masculino,Centro-Oeste,Sem instrução,21,0,0,0,4,4,0,0.0,0.0,0.0,100.0,0.0
202009,Setembro/2020,18-29,Feminino,Centro-Oeste,Sem instrução,11,0,0,0,1,1,0,0.0,0.0,0.0,100.0,0.0
202009,Setembro/2020,18-29,Masculino,Centro-Oeste,Fundamental completo,158,0,0,0,109,111,1,0.0,0.0,0.0,101.83,0.63
202009,Setembro/2020,18-29,Feminino,Centro-Oeste,Superior completo,567,0,11,0,355,380,8,0.0,1.94,0.0,107.04,1.41
202009,Setembro/2020,18-29,Masculino,Centro-Oeste,Médio incompleto,624,0,4,0,384,383,6,0.0,0.64,0.0,99.74,0.96
202009,Setembro/2020,18-29,Masculino,Centro-Oeste,Superior incompleto,684,0,5,0,369,374,5,0.0,0.73,0.0,101.36,0.73
202009,Setembro/2020,18-29,Masculino,Centro-Oeste,Médio completo,1217,0,8,0,823,837,20,0.0,0.66,0.0,101.7,1.64
202009,Setembro/2020,18-29,Feminino,Centro-Oeste,Médio incompleto,422,0,7,0,125,131,5,0.0,1.66,0.0,104.8,1.18
202009,Setembro/2020,18-29,Feminino,Centro-Oeste,Pós-graduação,75,0,1,0,54,56,1,0.0,1.33,0.0,103.7,1.33
202009,Setembro/2020,18-29,Feminino,Centro-Oeste,Médio completo,1146,0,14,0,493,527,11,0.0,1.22,0.0,106.9,0.96
202009,Setembro/2020,18-29,Feminino,Centro-Oeste,Superior incompleto,849,1,9,0,323,340,5,0.12,1.06,0.0,105.26,0.59
202009,Setembro/2020,18-29,Feminino,Centro-Oeste,Fundamental incompleto,186,1,1,0,45,44,1,0.54,0.54,0.0,97.78,0.54
202009,Setembro/2020,18-29,Masculino,Centro-Oeste,Fundamental incompleto,280,0,0,0,185,182,2,0.0,0.0,0.0,98.38,0.71
202009,Setembro/2020,30-39,Masculino,Centro-Oeste,Superior completo,526,1,4,0,465,478,5,0.19,0.76,0.0,102.8,0.95
202009,Setembro/2020,30-39,Masculino,Centro-Oeste,Fundamental incompleto,527,0,2,1,418,431,6,0.0,0.38,0.19,103.11,1.14
202009,Setembro/2020,30-39,Feminino,Centro-Oeste,Pós-graduação,235,0,3,0,192,208,7,0.0,1.28,0.0,108.33,2.98
202009,Setembro/2020,30-39,Masculino,Centro-Oeste,Superior incompleto,219,0,0,0,177,181,3,0.0,0.0,0.0,102.26,1.37
202009,Setembro/2020,30-39,Feminino,Centro-Oeste,Superior completo,796,1,9,1,592,634,4,0.13,1.13,0.13,107.09,0.5
202009,Setembro/2020,30-39,Feminino,Centro-Oeste,Fundamental incompleto,353,0,0,0,122,126,1,0.0,0.0,0.0,103.28,0.28
202009,Setembro/2020,30-39,Masculino,Centro-Oeste,Sem instrução,44,0,0,0,18,18,0,0.0,0.0,0.0,100.0,0.0
202009,Setembro/2020,30-39,Feminino,Centro-Oeste,Médio incompleto,247,0,3,0,110,109,1,0.0,1.21,0.0,99.09,0.4
202009,Setembro/2020,30-39,Feminino,Centro-Oeste,Superior incompleto,290,1,0,0,168,185,3,0.34,0.0,0.0,110.12,1.03
202009,Setembro/2020,30-39,Masculino,Centro-Oeste,Médio incompleto,280,0,5,0,236,247,6,0.0,1.79,0.0,104.66,2.14
202009,Setembro/2020,30-39,Masculino,Centro-Oeste,Pós-graduação,165,1,1,0,159,163,2,0.61,0.61,0.0,102.52,1.21
202009,Setembro/2020,30-39,Feminino,Centro-Oeste,Médio completo,1043,0,13,0,583,608,15,0.0,1.25,0.0,104.29,1.44
202009,Setembro/2020,30-39,Masculino,Centro-Oeste,Médio completo,936,0,5,0,799,812,17,0.0,0.53,0.0,101.63,1.82
202009,Setembro/2020,30-39,Masculino,Centro-Oeste,Fundamental completo,186,0,0,0,155,154,0,0.0,0.0,0.0,99.35,0.0
202009,Setembro/2020,30-39,Feminino,Centro-Oeste,Fundamental completo,184,1,1,0,77,84,2,0.54,0.54,0.0,109.09,1.09
202009,Setembro/2020,30-39,Feminino,Centro-Oeste,Sem instrução,25,0,0,0,6,6,0,0.0,0.0,0.0,100.0,0.0
202009,Setembro/2020,40-49,Feminino,Centro-Oeste,Sem instrução,52,0,1,0,14,14,2,0.0,1.92,0.0,100.0,3.85
202009,Setembro/2020,40-49,Feminino,Centro-Oeste,Fundamental completo,243,0,3,0,117,125,2,0.0,1.23,0.0,106.84,0.82
202009,Setembro/2020,40-49,Feminino,Centro-Oeste,Superior incompleto,153,0,2,0,100,101,1,0.0,1.31,0.0,101.0,0.65
202009,Setembro/2020,40-49,Feminino,Centro-Oeste,Médio incompleto,230,0,4,0,115,116,1,0.0,1.74,0.0,100.87,0.43
202009,Setembro/2020,40-49,Masculino,Centro-Oeste,Superior incompleto,127,0,1,0,109,112,3,0.0,0.79,0.0,102.75,2.36
202009,Setembro/2020,40-49,Feminino,Centro-Oeste,Fundamental incompleto,770,1,4,0,322,325,5,0.13,0.52,0.0,100.93,0.65
202009,Setembro/2020,40-49,Masculino,Centro-Oeste,Pós-graduação,132,0,0,0,126,128,2,0.0,0.0,0.0,101.59,1.52
202009,Setembro/2020,40-49,Feminino,Centro-Oeste,Superior completo,631,1,2,0,449,483,5,0.16,0.32,0.0,107.57,0.79
202009,Setembro/2020,40-49,Feminino,Centro-Oeste,Médio completo,954,1,10,0,530,557,7,0.1,1.05,0.0,105.09,0.73
202009,Setembro/2020,40-49,Masculino,Centro-Oeste,Fundamental incompleto,871,0,5,0,684,705,8,0.0,0.57,0.0,103.07,0.92
202009,Setembro/2020,40-49,Masculino,Centro-Oeste,Médio incompleto,218,0,2,0,184,188,3,0.0,0.92,0.0,102.17,1.38
202009,Setembro/2020,40-49,Masculino,Centro-Oeste,Médio completo,784,3,10,0,651,681,17,0.38,1.28,0.0,104.61,2.17
202009,Setembro/2020,40-49,Masculino,Centro-Oeste,Sem instrução,70,0,0,0,39,38,1,0.0,0.0,0.0,97.44,1.43
202009,Setembro/2020,40-49,Masculino,Centro-Oeste,Superior completo,416,1,4,0,364,377,5,0.24,0.96,0.0,103.57,1.2
202009,Setembro/2020,40-49,Feminino,Centro-Oeste,Pós-graduação,254,0,2,0,212,224,6,0.0,0.79,0.0,105.66,2.36
202009,Setembro/2020,40-49,Masculino,Centro-Oeste,Fundamental completo,248,0,1,0,210,214,3,0.0,0.4,0.0,101.9,1.21
202009,Setembro/2020,50-59,Masculino,Centro-Oeste,Médio incompleto,154,0,1,0,100,107,3,0.0,0.65,0.0,107.0,1.95
202009,Setembro/2020,50-59,Feminino,Centro-Oeste,Médio completo,771,1,10,1,363,408,6,0.13,1.3,0.13,112.4,0.78
202009,Setembro/2020,50-59,Masculino,Centro-Oeste,Pós-graduação,98,0,1,0,80,83,3,0.0,1.02,0.0,103.75,3.06
202009,Setembro/2020,50-59,Feminino,Centro-Oeste,Superior completo,437,0,8,1,235,267,7,0.0,1.83,0.23,113.62,1.6
202009,Setembro/2020,50-59,Masculino,Centro-Oeste,Fundamental completo,238,0,1,0,173,178,3,0.0,0.42,0.0,102.89,1.26
202009,Setembro/2020,50-59,Masculino,Centro-Oeste,Médio completo,584,2,7,0,402,447,11,0.34,1.2,0.0,111.19,1.88
202009,Setembro/2020,50-59,Masculino,Centro-Oeste,Fundamental incompleto,995,0,5,0,694,727,13,0.0,0.5,0.0,104.76,1.31
202009,Setembro/2020,50-59,Feminino,Centro-Oeste,Superior incompleto,60,1,2,0,29,32,1,1.67,3.33,0.0,110.34,1.67
202009,Setembro/2020,50-59,Feminino,Centro-Oeste,Fundamental completo,296,0,4,0,98,111,2,0.0,1.35,0.0,113.27,0.68
202009,Setembro/2020,50-59,Feminino,Centro-Oeste,Pós-graduação,159,0,5,0,93,100,1,0.0,3.14,0.0,107.53,0.63
202009,Setembro/2020,50-59,Masculino,Centro-Oeste,Sem instrução,129,0,1,0,75,76,3,0.0,0.78,0.0,101.33,2.33
202009,Setembro/2020,50-59,Feminino,Centro-Oeste,Médio incompleto,177,0,0,0,64,66,2,0.0,0.0,0.0,103.13,1.13
202009,Setembro/2020,50-59,Masculino,Centro-Oeste,Superior completo,281,0,3,0,206,221,9,0.0,1.07,0.0,107.28,3.2
202009,Setembro/2020,50-59,Masculino,Centro-Oeste,Superior incompleto,72,0,1,0,55,58,0,0.0,1.39,0.0,105.45,0.0
202009,Setembro/2020,50-59,Feminino,Centro-Oeste,Sem instrução,126,0,1,0,24,25,0,0.0,0.79,0.0,104.17,0.0
202009,Setembro/2020,50-59,Feminino,Centro-Oeste,Fundamental incompleto,1001,0,10,0,332,324,11,0.0,1.0,0.0,97.59,1.1
202009,Setembro/2020,60-69,Feminino,Centro-Oeste,Sem instrução,217,0,2,0,14,13,0,0.0,0.92,0.0,92.86,0.0
202009,Setembro/2020,60-69,Masculino,Centro-Oeste,Fundamental completo,173,1,1,0,73,85,3,0.58,0.58,0.0,116.44,1.73
202009,Setembro/2020,60-69,Masculino,Centro-Oeste,Pós-graduação,53,0,0,0,30,34,2,0.0,0.0,0.0,113.33,3.77
202009,Setembro/2020,60-69,Feminino,Centro-Oeste,Médio completo,402,4,4,0,85,96,0,1.0,1.0,0.0,112.94,0.0
202009,Setembro/2020,60-69,Feminino,Centro-Oeste,Superior completo,220,0,2,0,52,56,2,0.0,0.91,0.0,107.69,0.91
202009,Setembro/2020,60-69,Masculino,Centro-Oeste,Superior completo,193,0,1,0,90,101,1,0.0,0.52,0.0,112.22,0.52
202009,Setembro/2020,60-69,Masculino,Centro-Oeste,Sem instrução,142,0,3,0,50,46,1,0.0,2.11,0.0,92.0,0.7
202009,Setembro/2020,60-69,Feminino,Centro-Oeste,Pós-graduação,74,0,1,0,21,25,0,0.0,1.35,0.0,119.05,0.0
202009,Setembro/2020,60-69,Feminino,Centro-Oeste,Superior incompleto,34,0,0,0,6,7,0,0.0,0.0,0.0,116.67,0.0
202009,Setembro/2020,60-69,Feminino,Centro-Oeste,Médio incompleto,88,0,0,0,14,23,1,0.0,0.0,0.0,164.29,1.14
202009,Setembro/2020,60-69,Masculino,Centro-Oeste,Médio incompleto,90,0,0,0,40,43,1,0.0,0.0,0.0,107.5,1.11
202009,Setembro/2020,60-69,Masculino,Centro-Oeste,Fundamental incompleto,767,2,6,1,323,335,9,0.26,0.78,0.13,103.72,1.17
202009,Setembro/2020,60-69,Feminino,Centro-Oeste,Fundamental completo,196,0,2,0,30,30,1,0.0,1.02,0.0,100.0,0.51
202009,Setembro/2020,60-69,Masculino,Centro-Oeste,Superior incompleto,38,0,0,0,20,20,0,0.0,0.0,0.0,100.0,0.0
202009,Setembro/2020,60-69,Feminino,Centro-Oeste,Fundamental incompleto,837,1,10,0,93,92,0,0.12,1.19,0.0,98.92,0.0
202009,Setembro/2020,60-69,Masculino,Centro-Oeste,Médio completo,344,0,2,1,151,172,4,0.0,0.58,0.29,113.91,1.16
202009,Setembro/2020,70+,Masculino,Centro-Oeste,Sem instrução,274,0,1,0,27,25,2,0.0,0.36,0.0,92.59,0.73
202009,Setembro/2020,70+,Feminino,Centro-Oeste,Médio completo,208,0,3,0,5,5,0,0.0,1.44,0.0,100.0,0.0
202009,Setembro/2020,70+,Feminino,Centro-Oeste,Superior completo,108,0,1,0,4,5,0,0.0,0.93,0.0,125.0,0.0
202009,Setembro/2020,70+,Masculino,Centro-Oeste,Superior completo,107,0,0,0,26,27,1,0.0,0.0,0.0,103.85,0.93
202009,Setembro/2020,70+,Feminino,Centro-Oeste,Médio incompleto,50,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
202009,Setembro/2020,70+,Feminino,Centro-Oeste,Pós-graduação,21,0,0,0,2,2,0,0.0,0.0,0.0,100.0,0.0
202009,Setembro/2020,70+,Feminino,Centro-Oeste,Fundamental incompleto,652,2,6,0,27,20,0,0.31,0.92,0.0,74.07,0.0
202009,Setembro/2020,70+,Feminino,Centro-Oeste,Fundamental completo,157,0,1,0,8,6,1,0.0,0.64,0.0,75.0,0.64
202009,Setembro/2020,70+,Masculino,Centro-Oeste,Fundamental completo,112,0,0,0,13,13,0,0.0,0.0,0.0,100.0,0.0
202009,Setembro/2020,70+,Masculino,Centro-Oeste,Superior incompleto,19,0,0,0,3,5,0,0.0,0.0,0.0,166.67,0.0
202009,Setembro/2020,70+,Masculino,Centro-Oeste,Fundamental incompleto,579,1,5,0,85,76,3,0.17,0.86,0.0,89.41,0.52
202009,Setembro/2020,70+,Masculino,Centro-Oeste,Pós-graduação,19,0,1,0,4,4,0,0.0,5.26,0.0,100.0,0.0
202009,Setembro/2020,70+,Masculino,Centro-Oeste,Médio completo,144,3,0,1,17,21,0,2.08,0.0,0.69,123.53,0.0
202009,Setembro/2020,70+,Masculino,Centro-Oeste,Médio incompleto,43,0,0,0,5,6,0,0.0,0.0,0.0,120.0,0.0
202009,Setembro/2020,70+,Feminino,Centro-Oeste,Sem instrução,321,2,0,0,8,2,0,0.62,0.0,0.0,25.0,0.0
202009,Setembro/2020,70+,Feminino,Centro-Oeste,Superior incompleto,7,0,0,0,1,1,0,0.0,0.0,0.0,100.0,0.0
202009,Setembro/2020,0-17,Masculino,Nordeste,Superior incompleto,14,0,0,0,2,1,0,0.0,0.0,0.0,50.0,0.0
202009,Setembro/2020,0-17,Feminino,Nordeste,Fundamental incompleto,8750,2,20,0,43,17,2,0.02,0.23,0.0,39.53,0.02
202009,Setembro/2020,0-17,Feminino,Nordeste,Médio incompleto,2069,0,5,0,101,57,1,0.0,0.24,0.0,56.44,0.05
202009,Setembro/2020,0-17,Masculino,Nordeste,Fundamental incompleto,9301,1,17,0,156,82,5,0.01,0.18,0.0,52.56,0.05
202009,Setembro/2020,0-17,Masculino,Nordeste,Médio completo,97,0,0,0,13,8,0,0.0,0.0,0.0,61.54,0.0
202009,Setembro/2020,0-17,Feminino,Nordeste,Superior incompleto,27,0,0,0,2,2,0,0.0,0.0,0.0,100.0,0.0
202009,Setembro/2020,0-17,Feminino,Nordeste,Médio completo,117,0,0,0,9,8,0,0.0,0.0,0.0,88.89,0.0
202009,Setembro/2020,0-17,Feminino,Nordeste,Fundamental completo,216,0,0,0,6,1,0,0.0,0.0,0.0,16.67,0.0
202009,Setembro/2020,0-17,Masculino,Nordeste,Fundamental completo,211,0,0,0,12,6,0,0.0,0.0,0.0,50.0,0.0
202009,Setembro/2020,0-17,Feminino,Nordeste,Sem instrução,4200,2,20,0,1,0,0,0.05,0.48,0.0,0.0,0.0
202009,Setembro/2020,0-17,Masculino,Nordeste,Sem instrução,4235,2,14,0,3,3,0,0.05,0.33,0.0,100.0,0.0
202009,Setembro/2020,0-17,Masculino,Nordeste,Médio incompleto,1893,0,3,0,195,108,3,0.0,0.16,0.0,55.38,0.16
202009,Setembro/2020,18-29,Feminino,Nordeste,Superior incompleto,1681,2,11,0,559,581,7,0.12,0.65,0.0,103.94,0.42
202009,Setembro/2020,18-29,Feminino,Nordeste,Médio incompleto,1675,0,6,0,261,230,6,0.0,0.36,0.0,88.12,0.36
202009,Setembro/2020,18-29,Masculino,Nordeste,Médio completo,3962,0,16,0,2068,1965,28,0.0,0.4,0.0,95.02,0.71
202009,Setembro/2020,18-29,Feminino,Nordeste,Fundamental completo,424,0,1,0,84,72,1,0.0,0.24,0.0,85.71,0.24
202009,Setembro/2020,18-29,Feminino,Nordeste,Sem instrução,66,0,1,0,1,2,0,0.0,1.52,0.0,200.0,0.0
202009,Setembro/2020,18-29,Masculino,Nordeste,Sem instrução,84,0,0,0,14,13,0,0.0,0.0,0.0,92.86,0.0
202009,Setembro/2020,18-29,Feminino,Nordeste,Pós-graduação,130,0,3,0,88,90,1,0.0,2.31,0.0,102.27,0.77
202009,Setembro/2020,18-29,Masculino,Nordeste,Fundamental completo,559,0,1,0,292,261,7,0.0,0.18,0.0,89.38,1.25
202009,Setembro/2020,18-29,Feminino,Nordeste,Superior completo,911,0,9,0,504,530,8,0.0,0.99,0.0,105.16,0.88
202009,Setembro/2020,18-29,Masculino,Nordeste,Fundamental incompleto,1764,0,1,0,818,720,11,0.0,0.06,0.0,88.02,0.62
202009,Setembro/2020,18-29,Feminino,Nordeste,Médio completo,4743,0,17,0,1275,1231,25,0.0,0.36,0.0,96.55,0.53
202009,Setembro/2020,18-29,Masculino,Nordeste,Médio incompleto,2014,0,5,0,839,738,8,0.0,0.25,0.0,87.96,0.4
202009,Setembro/2020,18-29,Masculino,Nordeste,Superior incompleto,1391,1,7,0,541,530,15,0.07,0.5,0.0,97.97,1.08
202009,Setembro/2020,18-29,Feminino,Nordeste,Fundamental incompleto,1127,1,8,0,173,124,2,0.09,0.71,0.0,71.68,0.18
202009,Setembro/2020,18-29,Masculino,Nordeste,Superior completo,567,0,2,0,353,361,4,0.0,0.35,0.0,102.27,0.71
202009,Setembro/2020,18-29,Masculino,Nordeste,Pós-graduação,47,0,0,0,34,36,1,0.0,0.0,0.0,105.88,2.13
202009,Setembro/2020,30-39,Feminino,Nordeste,Fundamental incompleto,2088,1,3,0,495,407,17,0.05,0.14,0.0,82.22,0.81
202009,Setembro/2020,30-39,Feminino,Nordeste,Médio incompleto,807,0,4,0,241,226,7,0.0,0.5,0.0,93.78,0.87
202009,Setembro/2020,30-39,Masculino,Nordeste,Superior completo,794,0,7,0,654,687,15,0.0,0.88,0.0,105.05,1.89
202009,Setembro/2020,30-39,Feminino,Nordeste,Pós-graduação,409,0,1,0,321,347,6,0.0,0.24,0.0,108.1,1.47
202009,Setembro/2020,30-39,Masculino,Nordeste,Sem instrução,257,0,0,0,103,92,1,0.0,0.0,0.0,89.32,0.39
202009,Setembro/2020,30-39,Masculino,Nordeste,Fundamental completo,598,0,1,0,401,385,5,0.0,0.17,0.0,96.01,0.84
202009,Setembro/2020,30-39,Masculino,Nordeste,Pós-graduação,205,0,0,0,176,184,3,0.0,0.0,0.0,104.55,1.46
202009,Setembro/2020,30-39,Feminino,Nordeste,Superior completo,1450,1,5,0,971,1051,12,0.07,0.34,0.0,108.24,0.83
202009,Setembro/2020,30-39,Masculino,Nordeste,Superior incompleto,385,0,2,0,289,300,5,0.0,0.52,0.0,103.81,1.3
202009,Setembro/2020,30-39,Masculino,Nordeste,Fundamental incompleto,2538,0,8,0,1554,1427,17,0.0,0.32,0.0,91.83,0.67
202009,Setembro/2020,30-39,Feminino,Nordeste,Superior incompleto,497,1,2,0,270,296,8,0.2,0.4,0.0,109.63,1.61
202009,Setembro/2020,30-39,Masculino,Nordeste,Médio completo,2768,4,14,0,1990,2009,29,0.14,0.51,0.0,100.95,1.05
202009,Setembro/2020,30-39,Feminino,Nordeste,Sem instrução,172,0,3,0,21,12,1,0.0,1.74,0.0,57.14,0.58
202009,Setembro/2020,30-39,Feminino,Nordeste,Médio completo,3556,0,18,0,1412,1476,22,0.0,0.51,0.0,104.53,0.62
202009,Setembro/2020,30-39,Masculino,Nordeste,Médio incompleto,873,1,2,0,589,571,11,0.11,0.23,0.0,96.94,1.26
202009,Setembro/2020,30-39,Feminino,Nordeste,Fundamental completo,589,0,0,0,179,163,3,0.0,0.0,0.0,91.06,0.51
202009,Setembro/2020,40-49,Masculino,Nordeste,Pós-graduação,184,0,0,0,159,168,1,0.0,0.0,0.0,105.66,0.54
202009,Setembro/2020,40-49,Masculino,Nordeste,Superior completo,572,0,5,0,475,507,4,0.0,0.87,0.0,106.74,0.7
202009,Setembro/2020,40-49,Feminino,Nordeste,Médio incompleto,556,1,3,1,224,223,3,0.18,0.54,0.18,99.55,0.54
202009,Setembro/2020,40-49,Feminino,Nordeste,Sem instrução,352,0,0,0,77,48,2,0.0,0.0,0.0,62.34,0.57
202009,Setembro/2020,40-49,Masculino,Nordeste,Médio incompleto,472,0,3,0,317,325,3,0.0,0.64,0.0,102.52,0.64
202009,Setembro/2020,40-49,Feminino,Nordeste,Fundamental incompleto,3042,1,15,0,879,734,18,0.03,0.49,0.0,83.5,0.59
202009,Setembro/2020,40-49,Feminino,Nordeste,Superior incompleto,231,1,4,0,133,145,2,0.43,1.73,0.0,109.02,0.87
202009,Setembro/2020,40-49,Masculino,Nordeste,Superior incompleto,198,0,0,0,160,167,1,0.0,0.0,0.0,104.38,0.51
202009,Setembro/2020,40-49,Masculino,Nordeste,Fundamental incompleto,3133,0,6,0,1993,1851,28,0.0,0.19,0.0,92.88,0.89
202009,Setembro/2020,40-49,Masculino,Nordeste,Médio completo,1796,0,8,1,1329,1385,20,0.0,0.45,0.06,104.21,1.11
202009,Setembro/2020,40-49,Feminino,Nordeste,Fundamental completo,649,0,3,0,235,237,2,0.0,0.46,0.0,100.85,0.31
202009,Setembro/2020,40-49,Masculino,Nordeste,Fundamental completo,584,0,1,0,396,384,5,0.0,0.17,0.0,96.97,0.86
202009,Setembro/2020,40-49,Feminino,Nordeste,Superior completo,1067,0,7,0,716,811,10,0.0,0.66,0.0,113.27,0.94
202009,Setembro/2020,40-49,Masculino,Nordeste,Sem instrução,599,0,1,0,308,259,5,0.0,0.17,0.0,84.09,0.83
202009,Setembro/2020,40-49,Feminino,Nordeste,Médio completo,2473,1,11,1,1124,1189,19,0.04,0.44,0.04,105.78,0.77
202009,Setembro/2020,40-49,Feminino,Nordeste,Pós-graduação,391,0,3,0,308,349,6,0.0,0.77,0.0,113.31,1.53
202009,Setembro/2020,50-59,Masculino,Nordeste,Superior completo,334,0,2,0,248,264,6,0.0,0.6,0.0,106.45,1.8
202009,Setembro/2020,50-59,Masculino,Nordeste,Médio completo,1194,3,6,0,750,815,6,0.25,0.5,0.0,108.67,0.5
202009,Setembro/2020,50-59,Masculino,Nordeste,Fundamental completo,496,0,3,0,295,295,6,0.0,0.6,0.0,100.0,1.21
202009,Setembro/2020,50-59,Masculino,Nordeste,Superior incompleto,107,0,1,0,75,85,3,0.0,0.93,0.0,113.33,2.8
202009,Setembro/2020,50-59,Feminino,Nordeste,Fundamental incompleto,3175,0,10,0,760,597,6,0.0,0.31,0.0,78.55,0.19
202009,Setembro/2020,50-59,Feminino,Nordeste,Médio incompleto,378,1,2,0,112,120,2,0.26,0.53,0.0,107.14,0.53
202009,Setembro/2020,50-59,Masculino,Nordeste,Médio incompleto,314,0,0,0,202,205,3,0.0,0.0,0.0,101.49,0.96
202009,Setembro/2020,50-59,Feminino,Nordeste,Pós-graduação,340,1,3,0,217,244,6,0.29,0.88,0.0,112.44,1.76
202009,Setembro/2020,50-59,Feminino,Nordeste,Médio completo,1637,2,9,0,626,681,7,0.12,0.55,0.0,108.79,0.43
202009,Setembro/2020,50-59,Masculino,Nordeste,Pós-graduação,131,0,1,0,112,122,0,0.0,0.76,0.0,108.93,0.0
202009,Setembro/2020,50-59,Feminino,Nordeste,Superior incompleto,105,0,0,0,55,60,2,0.0,0.0,0.0,109.09,1.9
202009,Setembro/2020,50-59,Masculino,Nordeste,Sem instrução,897,0,0,0,413,330,8,0.0,0.0,0.0,79.9,0.89
202009,Setembro/2020,50-59,Feminino,Nordeste,Superior completo,765,1,7,0,431,512,5,0.13,0.92,0.0,118.79,0.65
202009,Setembro/2020,50-59,Feminino,Nordeste,Fundamental completo,614,0,2,0,174,164,3,0.0,0.33,0.0,94.25,0.49
202009,Setembro/2020,50-59,Masculino,Nordeste,Fundamental incompleto,2923,2,6,1,1646,1467,29,0.07,0.21,0.03,89.13,0.99
202009,Setembro/2020,50-59,Feminino,Nordeste,Sem instrução,782,0,5,0,137,82,5,0.0,0.64,0.0,59.85,0.64
202009,Setembro/2020,60-69,Masculino,Nordeste,Fundamental completo,318,0,1,0,114,114,1,0.0,0.31,0.0,100.0,0.31
202009,Setembro/2020,60-69,Feminino,Nordeste,Pós-graduação,129,0,1,0,43,58,3,0.0,0.78,0.0,134.88,2.33
202009,Setembro/2020,60-69,Feminino,Nordeste,Superior completo,466,0,2,0,114,153,1,0.0,0.43,0.0,134.21,0.21
202009,Setembro/2020,60-69,Feminino,Nordeste,Médio completo,813,0,3,0,144,171,2,0.0,0.37,0.0,118.75,0.25
202009,Setembro/2020,60-69,Feminino,Nordeste,Fundamental completo,426,1,3,0,39,44,0,0.23,0.7,0.0,112.82,0.0
202009,Setembro/2020,60-69,Masculino,Nordeste,Sem instrução,1053,1,1,0,306,182,8,0.09,0.09,0.0,59.48,0.76
202009,Setembro/2020,60-69,Masculino,Nordeste,Pós-graduação,54,0,0,0,29,35,0,0.0,0.0,0.0,120.69,0.0
202009,Setembro/2020,60-69,Masculino,Nordeste,Médio completo,570,2,2,0,195,231,1,0.35,0.35,0.0,118.46,0.18
202009,Setembro/2020,60-69,Feminino,Nordeste,Médio incompleto,180,0,0,0,24,25,0,0.0,0.0,0.0,104.17,0.0
202009,Setembro/2020,60-69,Masculino,Nordeste,Médio incompleto,143,0,1,0,50,47,0,0.0,0.7,0.0,94.0,0.0
202009,Setembro/2020,60-69,Feminino,Nordeste,Fundamental incompleto,2213,2,14,0,224,152,1,0.09,0.63,0.0,67.86,0.05
202009,Setembro/2020,60-69,Masculino,Nordeste,Superior incompleto,58,0,0,0,24,29,0,0.0,0.0,0.0,120.83,0.0
202009,Setembro/2020,60-69,Feminino,Nordeste,Superior incompleto,64,0,0,0,14,18,0,0.0,0.0,0.0,128.57,0.0
202009,Setembro/2020,60-69,Feminino,Nordeste,Sem instrução,1046,1,1,0,81,37,1,0.1,0.1,0.0,45.68,0.1
